DBCODE,ENTITY,YEAR,DATE,STREAM,SITE,SITE_CODE,TRANSECT,REACH_SECTION,WETTED_WIDTH,DEPTH_1,DEPTH_2,DEPTH_3,DEPTH_4,DEPTH_5,MAX_DEPTH,REACH_LENGTH,NOTES
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",25,M,450,11.0,14.0,15.0,25.0,19.0,25.0,76,"Split channel"
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",30,M,610,4.0,30.0,31.0,17.0,4.0,32.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",35,M,300,19.0,11.0,14.0,26.0,20.0,27.0,76,"1.7 m boulder in channel"
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",40,M,310,13.0,18.0,21.0,15.0,22.0,25.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",45,M,180,40.0,25.0,19.0,29.0,9.0,45.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",50,M,820,32.0,12.0,19.0,3.0,3.0,34.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",55,M,610,19.0,28.0,42.0,26.0,18.0,64.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",60,M,230,4.0,9.0,9.0,9.0,2.0,12.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",65,M,410,18.0,5.0,3.0,7.0,13.0,20.0,76,"1.2 m boulder"
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",70,M,720,49.0,35.0,24.0,8.0,19.0,50.0,76,""
AS011,2,2017,2017-08-29,"Mack","MACK_HW_BELOW_EOF","M864",75,M,430,10.0,9.0,6.0,9.0,8.0,12.0,76,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",0,M,240,7.0,9.0,7.0,1.0,2.0,17.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",5,M,310,28.0,54.0,48.0,50.0,34.0,55.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",10,M,320,5.0,7.0,5.0,15.0,6.0,23.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",15,M,260,21.0,15.0,13.0,10.0,3.0,30.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",20,M,340,5.0,11.0,12.0,8.0,3.0,14.0,60,"Split channel"
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",25,M,330,4.0,5.0,18.0,7.0,5.0,19.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",30,M,610,20.0,9.0,7.0,7.0,46.0,68.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",35,M,610,16.0,16.0,14.0,8.0,5.0,19.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",40,M,730,8.0,24.0,5.0,21.0,4.0,25.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",45,M,390,17.0,15.0,20.0,10.0,8.0,27.0,60,"Split channel"
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",50,M,740,30.0,19.0,14.0,5.0,6.0,37.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",55,M,370,63.0,55.0,18.0,39.0,47.0,65.0,60,""
AS011,2,2017,2017-08-30,"Mack","MACK_HW_ABOVE_EOF","M881",60,M,430,4.0,10.0,27.0,20.0,20.0,30.0,60,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",0,M,560,7.1,21.5,30.4,20.9,5.3,35.1,65,"1.5m travel bar, 0=bottom net"
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",5,M,380,20.8,28.5,28.2,31.2,29.5,33.6,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",10,M,380,7.9,35.8,30.5,37.6,3.5,35.8,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",15,M,450,5.6,12.3,20.6,17.4,8.7,20.6,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",20,M,680,3.2,5.7,14.2,23.5,10.9,23.5,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",25,M,590,10.8,5.0,25.3,13.1,4.2,25.3,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",30,M,1000,8.5,16.3,12.2,29.1,10.6,29.1,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",35,M,670,3.4,11.1,13.8,26.1,4.2,26.1,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",40,M,520,3.8,19.8,27.4,37.0,11.1,37.0,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",45,M,510,9.9,10.5,15.0,23.8,24.5,24.5,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",50,M,710,10.0,17.5,18.8,27.4,27.5,27.5,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",55,M,600,6.0,16.3,25.7,21.2,25.7,25.7,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",60,M,530,11.6,19.5,14.5,22.5,22.5,22.5,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_ADD","R556",65,M,440,4.7,21.8,25.5,13.3,25.5,25.5,65,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",0,M,440,11.9,55.4,64.8,33.8,16.3,64.8,70,"Net #3 bottom of depletion"
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",5,M,470,16.5,11.4,10.7,11.2,9.7,20.3,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",10,M,500,26.4,35.6,32.0,4.3,17.5,36.6,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",15,M,340,14.2,12.7,26.9,15.2,6.4,27.7,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",20,M,410,29.2,28.4,24.1,21.6,7.4,30.2,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",25,M,450,11.7,14.0,14.5,9.9,6.4,27.9,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",30,M,430,4.0,14.2,19.2,14.3,10.0,23.8,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",35,M,420,10.7,11.8,7.0,14.6,11.8,15.0,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",40,M,700,11.7,9.8,13.5,9.5,6.8,18.6,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",45,M,630,13.9,11.6,16.2,12.7,8.2,23.1,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",50,M,620,9.0,14.2,12.0,14.8,3.9,21.4,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",55,M,1070,1.0,5.8,20.8,11.3,7.5,24.9,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",60,M,730,7.7,9.8,12.9,15.7,4.0,20.5,70,"0.8m gravel bar"
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",65,M,460,3.9,7.6,14.6,15.0,22.5,22.5,70,""
AS011,2,2018,2018-07-12,"McRae","MCRAE_SCALER_DEPL","R557",70,M,720,13.0,12.4,8.0,17.0,16.2,23.1,70,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",0,M,740,16.9,11.0,8.0,14.5,14.1,20.7,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",5,M,660,13.3,11.8,6.0,4.8,6.5,14.5,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",10,M,790,14.0,8.3,8.0,4.8,8.0,20.0,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",15,M,500,12.5,22.0,13.6,9.0,8.8,26.8,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",20,M,480,5.2,7.8,19.5,11.3,2.5,21.3,75,"Side pool: 1.2m  max depth: 15cm  Length: 4.1m"
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",25,M,450,9.0,13.4,23.8,15.8,7.6,23.8,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",30,M,390,3.5,6.6,15.9,22.5,19.8,25.0,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",35,M,310,17.1,17.8,27.2,8.3,7.5,29.5,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",40,M,380,5.3,6.5,13.1,13.0,5.8,21.2,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",45,M,410,5.8,14.4,16.2,11.0,12.6,23.0,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",50,M,470,4.8,9.5,12.8,16.5,12.6,23.6,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",55,M,470,6.2,20.6,20.2,20.8,9.0,29.2,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",60,M,300,16.9,18.8,20.9,32.0,36.8,37.9,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",65,M,380,15.2,16.9,26.0,21.9,16.4,27.9,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",70,M,350,5.3,16.2,22.4,27.2,10.8,27.2,75,""
AS011,2,2018,2018-07-17,"McRae","MCRAE_SCALER_CONTROL","R558",75,M,300,13.0,26.9,19.8,10.3,5.4,30.4,75,""
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",0,1,80,1.2,2.7,1.6,0.0,0.0,2.7,65,"top net, channel broken in 2"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",0,2,110,2.1,7.6,5.9,0.0,0.0,7.8,65,"4.9m gravel bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",5,M,570,6.5,19.9,15.0,20.5,3.9,20.5,65,"high interstital flow"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",10,M,570,3.9,13.5,6.4,36.0,8.2,31.0,65,"high interstital flow"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",15,M,250,10.2,20.9,2.8,56.0,4.0,20.9,65,""
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",20,M,240,8.8,17.0,10.5,39.0,13.7,19.0,65,""
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",25,M,280,4.0,13.4,9.9,20.0,6.1,15.5,65,""
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",30,1,180,11.5,27.5,42.0,20.0,6.5,46.5,65,"broken into 2 pools"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",35,3,160,0.5,16.3,8.2,7.2,3.3,14.5,65,"3.3m gravel bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",40,1,340,8.5,10.0,7.1,10.2,0.8,11.5,65,"3.2m gravel bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",40,2,370,1.0,2.5,6.1,6.6,1.5,10.5,65,"3.2m gravel bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",45,1,290,9.4,15.0,19.0,7.1,2.5,17.0,65,"3.6m gravel bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",45,2,300,3.3,4.4,22.5,8.6,4.1,23.0,65,"3.6m gravel bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",50,M,480,6.6,5.0,19.6,11.7,3.8,24.0,65,"confluence of braided channels, .9m bar"
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",55,M,540,2.2,5.0,14.4,10.7,6.2,15.0,65,""
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",60,M,370,8.0,27.0,14.9,18.6,11.0,31.5,65,""
AS011,2,2018,2018-07-18,"Lookout","LO_SCALER_CONTROL","L1003",65,M,310,6.8,17.6,7.4,9.3,6.3,19.5,65,""
AS011,2,2018,2018-07-19,"Lookout","LO_SCALER_CONTROL","L1003",30,2,350,7.2,22.5,30.5,13.4,12.4,30.8,65,".9m gravel bar"
AS011,2,2018,2018-07-20,"Lookout","LO_SCALER_CONTROL","L1003",35,1,80,2.5,4.5,0.5,0.0,0.0,4.5,65,"broken into 3 channels, lots of LWD, interstitial flow"
AS011,2,2018,2018-07-21,"Lookout","LO_SCALER_CONTROL","L1003",35,2,190,2.8,3.9,7.4,0.0,0.0,17.0,65,"2.6m gravel bar"
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",0,M,140,3.4,14.0,9.6,8.1,1.9,15.6,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",5,M,110,3.0,7.0,5.4,2.2,0.8,7.2,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",10,M,90,1.4,2.6,1.4,5.9,2.3,8.7,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",15,M,350,2.9,13.3,18.4,7.3,3.9,18.4,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",20,M,110,8.5,4.9,8.3,11.7,6.4,12.4,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",25,M,260,3.6,2.5,3.7,8.0,5.5,8.8,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",30,M,160,3.5,2.8,1.4,1.5,3.4,4.1,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",35,M,270,39.8,48.9,38.6,18.6,10.3,50.7,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",40,M,140,0.8,3.0,3.5,5.4,3.5,5.6,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",45,M,310,9.5,2.0,2.6,6.3,2.8,11.1,85,"1m gravel bar"
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",50,M,230,1.0,7.6,17.0,27.3,17.1,38.0,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",55,M,90,0.8,6.4,6.3,2.5,1.1,6.6,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",60,M,200,2.7,8.6,2.6,7.0,2.1,13.0,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",65,M,220,1.2,3.0,3.6,9.7,1.6,15.7,85,""
AS011,2,2018,2018-07-24,"Lookout","LO_HW_BELOW_EOF","L1129",70,M,160,9.4,5.5,6.9,5.6,2.1,9.4,85,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",0,M,90,0.4,1.0,0.5,1.8,3.2,5.0,80,"low flow, mostly interstitial"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",5,M,140,0.4,0.4,2.0,0.0,0.0,3.2,80,"large boulders"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",10,M,380,0.8,1.5,1.8,1.0,2.8,3.8,80,"large boulders"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",15,M,260,5.2,2.9,1.2,0.0,0.0,6.1,80,"large woody debris 1.9m"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",20,M,0,0.0,0.0,0.0,0.0,0.0,0.0,80,"no water"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",25,M,280,1.5,2.3,2.0,6.1,4.0,9.6,80,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",30,M,110,0.8,4.7,9.8,0.0,0.0,10.3,80,"gravel bar?"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",35,M,220,5.5,11.6,2.8,3.8,2.7,12.1,80,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",40,M,170,11.6,14.2,9.0,21.2,8.5,21.2,80,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",45,M,240,1.8,9.5,13.1,4.8,11.0,16.3,80,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",50,M,180,0.8,11.2,6.2,2.8,2.8,11.5,80,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",55,M,0,0.0,0.0,0.0,0.0,0.0,0.0,80,"no water"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",60,M,440,6.1,9.5,2.6,0.8,0.5,10.1,80,""
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",65,M,150,0.5,0.4,1.3,0.0,0.0,1.3,80,"large woody debris"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",70,M,230,1.7,4.8,4.0,0.0,0.0,9.3,80,"gravel bar?"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",75,M,320,3.0,2.8,3.1,0.0,0.0,5.0,80,"gravel bar?"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_ABOVE_EOF","L1155",80,M,250,4.8,1.0,2.9,0.0,0.0,5.8,80,"1.8m gravel bar"
AS011,2,2018,2018-07-25,"Lookout","LO_HW_BELOW_EOF","L1129",75,M,240,8.4,4.1,6.8,4.9,8.1,10.0,85,""
AS011,2,2018,2018-07-26,"Lookout","LO_HW_BELOW_EOF","L1129",80,M,160,3.8,3.6,9.9,4.1,4.5,10.0,85,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",0,M,160,4.0,5.0,10.1,6.5,3.1,11.2,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",5,M,300,1.8,3.1,5.0,6.5,6.8,7.0,70,"debris jam"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",10,M,220,7.0,7.1,7.5,6.0,6.4,23.5,70,"section of bedrcok"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",15,M,440,0.4,18.5,26.8,25.8,7.9,29.0,70,"large pool beneath bedrock slab"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",20,M,440,4.4,1.2,9.5,0.3,3.3,9.5,70,"mostly ~90% bedrock"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",25,M,560,3.2,17.9,23.5,8.9,3.0,27.0,70,"pool behind bedrock slab"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",30,M,270,4.5,2.3,6.5,2.8,5.0,6.5,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",35,M,200,3.0,0.5,0.4,4.0,10.5,10.5,70,"bedrock section"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",40,M,360,16.9,6.8,13.2,9.8,0.6,20.8,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",45,M,170,1.2,6.6,6.8,14.1,11.3,17.3,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",50,M,230,13.5,13.3,15.6,12.6,1.8,18.5,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",55,M,360,3.7,38.2,23.8,13.5,6.9,45.0,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",60,M,410,24.0,32.5,28.8,40.1,12.9,52.1,70,""
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",65,M,420,1.8,3.9,5.1,8.1,10.3,14.5,70,"interstitial flow high"
AS011,2,2018,2018-07-31,"McRae","MCRAE_HW_BELOW_ EOF","R963",70,M,580,20.6,11.8,2.9,5.9,13.9,21.4,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",0,M,240,10.4,12.7,12.9,9.7,4.2,21.0,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",5,M,130,5.8,13.9,16.9,9.3,4.8,16.9,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",10,M,440,28.8,18.6,1.9,6.4,6.2,33.0,70,"bedrock flume"
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",15,M,540,4.8,11.7,2.9,3.1,9.9,11.7,70,"shallow bedrock flow"
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",20,M,770,4.5,3.2,15.2,18.7,6.9,18.9,70,"2.6m gravel bar"
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",25,M,260,2.4,0.4,19.4,1.7,3.8,20.6,70,"deep pool beneath bedrock falls"
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",30,M,110,23.5,27.4,17.7,10.2,2.2,31.6,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",35,M,340,5.8,2.3,6.6,14.7,3.9,13.0,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",40,M,180,10.4,17.7,5.7,6.4,1.4,19.1,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",45,M,400,7.4,60.0,9.9,13.8,6.9,60.0,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",50,M,160,4.4,7.6,10.2,9.3,1.5,11.4,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",55,M,290,7.0,13.6,9.4,22.0,27.2,29.3,70,"log jam of freshly fallen trees within reach"
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",60,M,300,24.2,14.0,12.6,48.0,33.5,48.3,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",65,M,290,3.1,9.2,13.8,23.3,3.7,28.1,70,""
AS011,2,2018,2018-08-01,"McRae","MCRAE_HW_ABOVE_EOF","R981",70,M,300,5.8,2.2,6.8,7.7,6.4,10.7,70,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",0,M,430,10.5,41.5,37.3,23.0,5.4,47.5,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",5,M,430,6.4,10.2,8.8,9.2,3.6,18.7,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",10,M,340,4.8,11.5,15.4,8.7,4.4,26.2,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",15,M,370,1.8,6.6,10.0,11.3,17.1,20.0,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",20,M,380,7.5,15.3,16.4,15.8,5.0,17.9,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",25,M,360,13.5,42.5,33.0,26.0,15.6,45.0,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",30,M,200,14.6,23.4,23.4,14.2,22.8,29.0,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",35,M,650,29.1,9.5,10.9,21.6,5.2,30.9,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",40,M,450,22.5,17.5,22.5,16.8,24.0,41.5,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",45,M,380,6.0,17.1,18.7,16.0,15.0,22.0,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",50,M,490,7.1,7.6,10.7,11.4,7.0,20.3,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",55,M,470,14.5,18.6,15.4,8.0,3.5,18.6,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",60,M,460,9.0,15.3,4.8,14.1,6.0,20.6,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",65,M,550,6.9,8.7,4.5,10.0,12.7,20.2,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",70,M,810,11.9,22.0,29.2,29.4,26.1,47.2,85,"gravel bar 2.2 m"
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",75,M,770,8.4,8.4,7.7,12.2,8.1,20.6,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",80,M,550,7.2,20.5,27.2,8.5,6.4,26.5,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_BELOW_CULVERT","R818",85,M,340,13.1,8.2,13.4,5.6,11.4,15.4,85,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",0,M,350,13.0,23.2,17.4,11.8,9.6,31.0,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",5,M,320,30.8,31.4,46.0,35.2,15.4,46.0,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",10,M,290,5.7,11.8,6.2,9.4,7.0,14.0,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",15,M,280,3.1,13.6,12.8,10.4,3.4,22.8,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",20,M,220,7.6,12.3,19.4,12.9,6.4,26.6,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",25,M,270,2.0,2.7,21.2,5.9,5.0,21.2,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",30,M,430,11.9,18.5,7.6,14.4,3.9,25.3,90,""
AS011,2,2018,2018-08-08,"McRae","MCRAE_STREON","R834",35,M,400,10.5,23.0,19.6,8.9,2.4,28.2,90,""
